iter	MAPE	RMSE	R2	MAE
1974	0.05153446761	119489.6503	0.9975844561	54337.60855
1975	0.05152955229	119475.7021	0.99758502	54333.55434
1976	0.05151523064	119425.8255	0.9975870359	54317.08687
1977	0.05151554602	119408.2724	0.9975877452	54309.3214
1978	0.05151483168	119393.2423	0.9975883524	54301.72853
1979	0.05150142586	119370.4128	0.9975892746	54299.09902
1980	0.05149422312	119328.9732	0.9975909481	54283.36337
1981	0.05149024031	119288.9225	0.9975925649	54263.75701
1982	0.05148796347	119271.1372	0.9975932828	54260.29988
1983	0.05147806408	119243.9488	0.9975943799	54243.59743
1984	0.05147238764	119223.4822	0.9975952056	54229.63278
1985	0.05146384183	119200.1332	0.9975961474	54225.96025
1986	0.05146719093	119159.6807	0.9975977787	54211.79261
1987	0.05146214403	119151.9081	0.9975980921	54206.21656
1988	0.05146512995	119139.2431	0.9975986027	54203.67072
1989	0.0514699541	119104.838	0.9975999894	54203.70183
1990	0.05146045043	119090.8971	0.9976005512	54202.13625
1991	0.05146192633	119087.8443	0.9976006742	54202.10063
1992	0.05145126739	119057.8309	0.9976018835	54195.23144
1993	0.05143283313	119051.3651	0.9976021439	54199.66414
1994	0.05142703556	119050.554	0.9976021766	54199.75748
1995	0.05142092327	119043.186	0.9976024734	54196.30555
1996	0.05142080804	118998.4943	0.9976042732	54184.82401
1997	0.05142051481	118986.7647	0.9976047455	54177.47189
1998	0.05138995282	118957.4105	0.9976059272	54153.59152
1999	0.05139256642	118928.653	0.9976070846	54150.10481
